"","Specie","Total_length","Estándar_length","Fork_length","Total_weight","Sex","Taxonomic_family"
"1134","Mugil incilis",30.9,25.2,28.5,215,"Macho","Mugilidae"
"1135","Mugil incilis",25,20.2,23,133,"Hembra","Mugilidae"
"1136","Mugil incilis",24.4,19.6,22.5,130,"Hembra","Mugilidae"
"1137","Mugil incilis",21.9,17.6,20,93,"Hembra","Mugilidae"
"1138","Mugil incilis",39.2,30.7,35.5,399,"Hembra","Mugilidae"
"1139","Mugil incilis",41.5,32,38,630,"Hembra","Mugilidae"
"1140","Mugil incilis",43.8,34,40,594,"Hembra","Mugilidae"
"1141","Lutjanus synagris",19.2,15,17.9,95,"Hembra","Lutjanidae"
"1142","Lutjanus synagris",20.1,16,18.8,115,"Hembra","Lutjanidae"
"1143","Lutjanus synagris",19.5,15.4,18.2,104,"Macho","Lutjanidae"
"1144","Lutjanus synagris",20.8,16.5,19.5,123,"Macho","Lutjanidae"
"1145","Mugil incilis",30.5,23,27.7,219,"Hembra","Mugilidae"
"1146","Mugil incilis",36.7,28,33.3,377,"Hembra","Mugilidae"
"1147","Mugil incilis",31,23.5,28,261,"Macho","Mugilidae"
"1148","Mugil incilis",34.7,27.5,31.8,357,"Macho","Mugilidae"
"1149","Mugil incilis",38.7,31.3,35.7,388,"Hembra","Mugilidae"
"1150","Mugil incilis",34.6,26,31.6,359,"Macho","Mugilidae"
"1151","Mugil incilis",39.9,31,36.4,482,"Hembra","Mugilidae"
"1152","Mugil incilis",36,28.2,33,370,"Hembra","Mugilidae"
"1153","Mugil incilis",36.8,28.5,33.4,419,"Hembra","Mugilidae"
"1154","Mugil incilis",30.2,23,27.6,228,"Macho","Mugilidae"
"1155","Mugil incilis",43.4,34,40,586,"Hembra","Mugilidae"
"1156","Mugil incilis",37.5,30.4,34.2,368,"Hembra","Mugilidae"
"1157","Mugil incilis",31.3,25.1,28.7,230,"Macho","Mugilidae"
"1158","Mugil incilis",36.4,29.1,33.2,340,"Hembra","Mugilidae"
"1159","Caranx crysos",30,22.8,25.2,272,"Macho","Carangidae"
"1160","Lutjanus synagris",21.7,17.2,20.6,135,"Macho","Lutjanidae"
"1161","Lutjanus synagris",21.9,17.3,20.6,138,"Macho","Lutjanidae"
"1162","Mugil incilis",23.6,18.9,21.6,119,"Hembra","Mugilidae"
"1163","Mugil incilis",22.4,18,20.5,101,"Hembra","Mugilidae"
"1164","Mugil incilis",27,21.1,24.6,181,"Hembra","Mugilidae"
"1165","Mugil incilis",27.2,21.4,24.5,168,"Macho","Mugilidae"
"1166","Mugil incilis",41.7,32,38.3,606,"Hembra","Mugilidae"
"1167","Mugil incilis",37.5,30.4,34.2,370,"Hembra","Mugilidae"
"1168","Mugil incilis",30.2,24.1,27.4,180,"Hembra","Mugilidae"
"1169","Mugil incilis",29.1,23.6,26.7,150,"Macho","Mugilidae"
"1170","Mugil incilis",35.5,28.5,32.6,350,"Hembra","Mugilidae"
"1171","Mugil incilis",32.5,24.7,29.4,270,"Hembra","Mugilidae"
"1172","Mugil incilis",32.9,26.4,29.8,252,"Macho","Mugilidae"
"1173","Mugil incilis",35.7,29,33,340,"Hembra","Mugilidae"
"1174","Mugil incilis",39.5,31.2,35.6,426,"Hembra","Mugilidae"
"1175","Mugil incilis",33.5,26.7,30.6,310,"Hembra","Mugilidae"
"1176","Mugil incilis",32.5,25,29.8,282,"Hembra","Mugilidae"
"1177","Mugil incilis",30.5,24.6,28,214,"Macho","Mugilidae"
"1178","Mugil incilis",36.4,29.1,33.4,322,"Macho","Mugilidae"
"1179","Lutjanus synagris",21,16.9,19.8,128,"Macho","Lutjanidae"
"1180","Lutjanus synagris",22,17.5,20.5,154,"Hembra","Lutjanidae"
"1181","Lutjanus synagris",21.7,17.2,20.5,125,"Macho","Lutjanidae"
"1182","Lutjanus synagris",19.3,15.2,18,94,"Macho","Lutjanidae"
"1183","Mugil incilis",32,25.4,29.5,237,"Hembra","Mugilidae"
"1184","Mugil incilis",35,28,32.2,370,"Hembra","Mugilidae"
"1185","Mugil incilis",43.7,33.5,40.2,646,"Hembra","Mugilidae"
"1186","Mugil incilis",34.1,27.5,31.4,322,"Hembra","Mugilidae"
"1187","Mugil incilis",36.5,29.9,33.6,330,"Macho","Mugilidae"
"1188","Mugil incilis",32.3,25.3,29.9,264,"Hembra","Mugilidae"
"1189","Lutjanus synagris",17.2,13.5,16.3,76,"Hembra","Lutjanidae"
"1190","Mugil incilis",38,29.6,35,512,"Hembra","Mugilidae"
"1191","Caranx crysos",26.6,20,22.3,203,"Hembra","Carangidae"
"1192","Caranx crysos",25,19,21.4,178,"Hembra","Carangidae"
"1193","Caranx crysos",26.8,20.1,22.5,208,"Macho","Carangidae"
"1194","Caranx crysos",27.7,21.4,23.5,223,"Macho","Carangidae"
"1195","Caranx crysos",26,20,21.8,197,"Macho","Carangidae"
"1196","Mugil incilis",38.3,31.2,35.6,408,"Hembra","Mugilidae"
"1197","Mugil incilis",32.9,25.3,30.3,301,"Macho","Mugilidae"
"1198","Mugil incilis",38.4,29.6,35.2,474,"Hembra","Mugilidae"
"1199","Mugil incilis",36.9,29.7,33.8,384,"Hembra","Mugilidae"
"1200","Mugil incilis",28.2,22.1,25.6,200,"Macho","Mugilidae"
"1201","Mugil incilis",22,18,20.5,101,"Hembra","Mugilidae"
"1202","Mugil incilis",26.8,21.5,24.3,172,"Macho","Mugilidae"
"1203","Mugil incilis",22.9,18.5,20.9,103,"Hembra","Mugilidae"
"1204","Eugerres plumieri",19.3,14.1,15.9,104,"Hembra","Gerreidae"
"1205","Mugil incilis",33.8,26,31,302,"Hembra","Mugilidae"
"1206","Mugil incilis",35.5,27.2,32.4,323,"Hembra","Mugilidae"
"1207","Mugil incilis",43.9,33.6,40.3,664,"Hembra","Mugilidae"
"1208","Mugil incilis",43.4,33,39.6,581,"Hembra","Mugilidae"
"1209","Mugil incilis",42.6,32.8,39.3,600,"Hembra","Mugilidae"
"1210","Mugil incilis",33.8,26.3,31,334,"Hembra","Mugilidae"
"1211","Mugil incilis",30.9,24,28.4,267,"Macho","Mugilidae"
"1212","Mugil incilis",30.5,24.4,27.6,250,"Hembra","Mugilidae"
"1213","Mugil incilis",34.6,26.6,31.9,331,"Hembra","Mugilidae"
"1214","Mugil incilis",29.8,24,26.9,170,"Hembra","Mugilidae"
"1215","Mugil incilis",31.2,25.2,28.8,240,"Macho","Mugilidae"
"1216","Mugil incilis",32.3,25.8,29.4,272,"Hembra","Mugilidae"
"1217","Mugil incilis",35.5,28.4,32.3,332,"Hembra","Mugilidae"
"1218","Mugil incilis",30.2,24.1,27.8,222,"Hembra","Mugilidae"
"1219","Mugil incilis",31.5,24.9,28.8,244,"Hembra","Mugilidae"
"1220","Mugil incilis",33.5,27.4,30.9,296,"Macho","Mugilidae"
"1221","Mugil incilis",38.1,30.4,34.6,398,"Hembra","Mugilidae"
"1222","Mugil incilis",30.6,23.8,27.5,228,"Hembra","Mugilidae"
"1223","Mugil incilis",29.4,23.5,26.5,214,"Macho","Mugilidae"
"1224","Mugil incilis",34.7,27.7,31.5,252,"Macho","Mugilidae"
"1225","Mugil incilis",30.5,23.5,27.5,226,"Hembra","Mugilidae"
"1226","Mugil incilis",31.2,23.7,28.2,206,"Macho","Mugilidae"
"1227","Mugil incilis",28,21,25,165,"Hembra","Mugilidae"
"1228","Mugil incilis",31.7,24,28.5,257,"Hembra","Mugilidae"
"1229","Mugil incilis",33.2,25,30.2,239,"Hembra","Mugilidae"
"1230","Mugil incilis",29.5,22,26.4,195,"Macho","Mugilidae"
"1231","Mugil incilis",33.2,25.5,30.3,295,"Macho","Mugilidae"
"1232","Mugil incilis",30.8,24.9,28.3,235,"Hembra","Mugilidae"
"1233","Mugil incilis",23.6,19.4,22.2,126,"Macho","Mugilidae"
"1234","Caranx crysos",28.1,22,24,241,"Hembra","Carangidae"
"1235","Caranx crysos",28,21,23.4,225,"Macho","Carangidae"
"1236","Caranx crysos",22.5,17,19.3,144,"Hembra","Carangidae"
"1237","Mugil incilis",32.6,25,30,261,"Hembra","Mugilidae"
"1238","Mugil incilis",34.7,28.2,32,300,"Macho","Mugilidae"
"1239","Mugil incilis",25.2,21.2,23.7,148,"Hembra","Mugilidae"
"1240","Mugil incilis",25.7,21.1,23.7,148,"Hembra","Mugilidae"
"1241","Mugil incilis",21.7,17.7,20,81,"Hembra","Mugilidae"
"1242","Mugil incilis",23.2,18.7,21.2,102,"Hembra","Mugilidae"
"1243","Mugil incilis",19.2,15.7,17.9,57,"Hembra","Mugilidae"
"1244","Mugil incilis",29.7,24.3,27.6,210,"Hembra","Mugilidae"
"1245","Mugil incilis",27.5,22.4,25.3,170,"Macho","Mugilidae"
"1246","Caranx crysos",27.2,20.3,23.1,232,"Macho","Carangidae"
"1247","Caranx crysos",27.5,21.3,23.6,238,"Macho","Carangidae"
"1248","Caranx crysos",28.2,21.5,24,261,"Hembra","Carangidae"
"1249","Mugil incilis",33.6,26.3,30.8,290,"Hembra","Mugilidae"
"1250","Mugil incilis",33.8,27.3,31.1,279,"Hembra","Mugilidae"
"1251","Mugil incilis",30.9,24.9,28.3,208,"Hembra","Mugilidae"
"1252","Mugil incilis",31.4,23.5,28.4,209,"Hembra","Mugilidae"
"1253","Caranx crysos",27.8,21.5,24,254,"Hembra","Carangidae"
"1254","Caranx crysos",28.3,22,24.2,266,"Macho","Carangidae"
"1255","Caranx crysos",29.9,22.6,25.4,323,"Hembra","Carangidae"
"1256","Caranx crysos",29.3,22.3,24.5,305,"Macho","Carangidae"
"1257","Caranx crysos",28.1,21.6,24.3,275,"Macho","Carangidae"
"1258","Mugil incilis",31.5,25.1,28.7,298,"Macho","Mugilidae"
"1259","Mugil incilis",30.4,23,27.5,220,"Hembra","Mugilidae"
"1260","Mugil incilis",32.1,25.6,29.3,295,"Hembra","Mugilidae"
"1261","Mugil incilis",38.3,30.7,34.9,430,"Hembra","Mugilidae"
"1262","Caranx crysos",17.9,13.5,15.3,78,"Macho","Carangidae"
"1263","Caranx crysos",20.2,15.3,17.3,101,"Macho","Carangidae"
"1264","Caranx crysos",19.1,14.3,16.4,98,"Macho","Carangidae"
"1265","Mugil incilis",33.8,27.2,30.8,293,"Hembra","Mugilidae"
"1266","Mugil incilis",33.1,25.2,30.2,310,"Macho","Mugilidae"
"1267","Mugil incilis",30.6,24.3,27.8,213,"Macho","Mugilidae"
"1268","Mugil incilis",21.7,17.8,20.2,79,"Hembra","Mugilidae"
"1269","Mugil incilis",26.3,21.8,24.5,141,"Hembra","Mugilidae"
"1270","Mugil incilis",21.5,17.5,19.8,82,"Hembra","Mugilidae"
"1271","Mugil incilis",18.5,14.8,16,53,"Macho","Mugilidae"
"1272","Mugil incilis",31.5,25,29,225,"Macho","Mugilidae"
"1273","Mugil incilis",29.5,22.4,26.5,201,"Macho","Mugilidae"
"1274","Mugil incilis",30.4,23,27.5,218,"Macho","Mugilidae"
"1275","Mugil incilis",30.7,23.4,27.7,240,"Hembra","Mugilidae"
"1276","Mugil incilis",33.2,25,30,295,"Hembra","Mugilidae"
"1277","Mugil incilis",22.4,18.2,20.8,117,"Hembra","Mugilidae"
"1278","Mugil incilis",18.5,14.8,16.9,53,"Hembra","Mugilidae"
"1279","Mugil incilis",35.5,28.7,32.5,324,"Hembra","Mugilidae"
"1280","Mugil incilis",31.8,24.5,29,231,"Macho","Mugilidae"
"1281","Mugil incilis",30.7,23,27,215,"Macho","Mugilidae"
"1282","Caranx crysos",29.4,22.5,25.1,304,"Macho","Carangidae"
"1283","Caranx crysos",28,21,23.5,251,"Hembra","Carangidae"
"1284","Caranx crysos",29,22.6,25.1,295,"Hembra","Carangidae"
"1285","Caranx crysos",27.8,21.5,23.8,234,"Hembra","Carangidae"
"1286","Mugil incilis",31.4,24.2,28.6,224,"Hembra","Mugilidae"
"1287","Eugerres plumieri",26.2,20.2,22.2,245,"Hembra","Gerreidae"
"1288","Mugil incilis",22.9,18.4,21,96,"Hembra","Mugilidae"
"1289","Mugil incilis",21.1,17,19.3,82,"Hembra","Mugilidae"
"1290","Mugil incilis",21.1,17.1,19.3,69,"Hembra","Mugilidae"
"1291","Mugil incilis",31.6,24,28.4,282,"Macho","Mugilidae"
"1292","Mugil incilis",31.8,24,28.6,260,"Macho","Mugilidae"
"1293","Mugil incilis",29.7,23,27,215,"Macho","Mugilidae"
"1294","Mugil incilis",29,23.3,26.2,142,"Macho","Mugilidae"
"1295","Mugil incilis",29.5,23.8,26.9,165,"Hembra","Mugilidae"
"1296","Mugil incilis",28.8,23,26,163,"Macho","Mugilidae"
"1297","Mugil incilis",30.8,25,28.5,196,"Hembra","Mugilidae"
"1298","Caranx crysos",29.2,22.3,24.8,297,"Macho","Carangidae"
"1299","Mugil incilis",19.7,16.1,18.2,62,"Hembra","Mugilidae"
"1300","Mugil incilis",19.4,15.9,18,58,"Hembra","Mugilidae"
"1301","Mugil incilis",18.1,14.6,16.5,55,"Hembra","Mugilidae"
"1302","Caranx crysos",20.4,15.5,17.3,113,"Macho","Carangidae"
"1303","Caranx crysos",20.9,15.9,18,125,"Macho","Carangidae"
"1304","Mugil incilis",30.4,23.8,27.3,175,"Macho","Mugilidae"
"1305","Mugil incilis",31.3,25.3,28.5,209,"Hembra","Mugilidae"
"1306","Mugil incilis",33.2,26.3,30,231,"Hembra","Mugilidae"
"1307","Mugil incilis",32.7,26.1,30,223,"Hembra","Mugilidae"
"1308","Mugil incilis",28.9,22.8,26.1,162,"Macho","Mugilidae"
"1309","Mugil incilis",29,22,26.4,200,"Hembra","Mugilidae"
"1310","Caranx crysos",21.6,16.5,18,99,"Hembra","Carangidae"
"1311","Mugil incilis",32.4,24.7,29.3,246,"Hembra","Mugilidae"
"1312","Mugil incilis",29,22.2,26.3,190,"Macho","Mugilidae"
"1313","Mugil incilis",36.5,29.8,33.5,329,"Macho","Mugilidae"
"1314","Mugil incilis",29,22,26.3,185,"Hembra","Mugilidae"
"1315","Mugil incilis",34.4,27,31.5,278,"Hembra","Mugilidae"
"1316","Mugil incilis",33.7,26,30.7,242,"Hembra","Mugilidae"
"1317","Mugil incilis",34.8,27.8,31.6,330,"Hembra","Mugilidae"
"1318","Mugil incilis",32.5,26.1,29.9,260,"Hembra","Mugilidae"
"1319","Caranx crysos",32.8,24.8,27.7,404,"Macho","Carangidae"
"1320","Mugil incilis",31.1,23.8,28,247,"Hembra","Mugilidae"
"1321","Mugil incilis",32.7,24.9,29.9,273,"Hembra","Mugilidae"
"1322","Mugil incilis",34.2,26.1,31,302,"Hembra","Mugilidae"
"1323","Mugil incilis",35.3,26.9,31.6,300,"Hembra","Mugilidae"
"1324","Mugil incilis",35.9,27.5,32.6,350,"Hembra","Mugilidae"
"1325","Lutjanus synagris",24.4,19.3,23,208,"Macho","Lutjanidae"
"1326","Lutjanus synagris",25.8,20.4,24.1,238,"Macho","Lutjanidae"
"1327","Mugil incilis",36.7,27.5,33,337,"Hembra","Mugilidae"
"1328","Mugil incilis",31.5,24.3,28.8,250,"Macho","Mugilidae"
"1329","Mugil incilis",33.4,26.6,30.5,318,"Macho","Mugilidae"
"1330","Mugil incilis",32,25.8,29.5,274,"Macho","Mugilidae"
"1331","Mugil incilis",28.7,22.3,25.8,161,"Macho","Mugilidae"
"1332","Mugil incilis",34.1,27.5,31.5,362,"Hembra","Mugilidae"
"1333","Mugil incilis",40.5,31.4,36.8,448,"Hembra","Mugilidae"
"1334","Mugil incilis",41.6,32,37.5,450,"Hembra","Mugilidae"
"1335","Mugil incilis",43.5,33.7,39.7,515,"Hembra","Mugilidae"
"1336","Caranx crysos",26.5,20.3,22.7,203,"Hembra","Carangidae"
"1337","Caranx crysos",26.8,20.8,23,207,"Macho","Carangidae"
"1338","Caranx crysos",31.2,23.8,26.2,372,"Macho","Carangidae"
"1339","Mugil incilis",32.4,24.5,29.2,257,"Hembra","Mugilidae"
"1340","Mugil incilis",36.2,28,33,301,"Macho","Mugilidae"
"1341","Mugil incilis",31.8,24,28.5,236,"Hembra","Mugilidae"
"1342","Mugil incilis",28.3,21.5,25.5,196,"Hembra","Mugilidae"
"1343","Mugil incilis",20.7,16.6,18.8,83,"Hembra","Mugilidae"
"1344","Mugil incilis",21.6,17.4,19.6,84,"Hembra","Mugilidae"
"1345","Mugil incilis",34.1,27.4,31.2,278,"Hembra","Mugilidae"
"1346","Mugil incilis",35.2,28.2,32.4,378,"Hembra","Mugilidae"
"1347","Mugil incilis",33.8,27.1,31.5,266,"Hembra","Mugilidae"
"1348","Mugil incilis",35.6,28.5,32.6,310,"Hembra","Mugilidae"
"1349","Mugil incilis",28.8,23.5,26.1,200,"Macho","Mugilidae"
"1350","Lutjanus synagris",20.8,16.3,19.3,128,"Hembra","Lutjanidae"
"1351","Lutjanus synagris",20,15.9,19.2,130,"Macho","Lutjanidae"
"1352","Caranx crysos",22.1,16.7,18.9,143,"Hembra","Carangidae"
"1353","Mugil incilis",34.2,26.8,31.8,270,"Hembra","Mugilidae"
"1354","Mugil incilis",38.3,33.2,34.4,386,"Hembra","Mugilidae"
"1355","Caranx crysos",22.6,17.5,19.5,133,"Macho","Carangidae"
"1356","Caranx crysos",33,25.3,27.9,472,"Macho","Carangidae"
"1357","Caranx crysos",32.2,25,27.8,408,"Macho","Carangidae"
"1358","Mugil incilis",24.7,19.7,22.7,134,"Hembra","Mugilidae"
"1359","Mugil incilis",22.4,17.9,20.4,95,"Hembra","Mugilidae"
"1360","Mugil incilis",20.5,16.7,19,81,"Macho","Mugilidae"
"1361","Mugil incilis",19.5,15.7,18,68,"Hembra","Mugilidae"
"1362","Mugil incilis",23.9,19.5,22,116,"Hembra","Mugilidae"
"1363","Mugil incilis",19.5,15.7,17.7,66,"Macho","Mugilidae"
"1364","Mugil incilis",34.1,27.3,31.4,310,"Hembra","Mugilidae"
"1365","Mugil incilis",28.7,22.4,25.9,216,"Hembra","Mugilidae"
"1366","Mugil incilis",32.7,25,29.8,257,"Macho","Mugilidae"
"1367","Mugil incilis",31,24,28.3,227,"Hembra","Mugilidae"
"1368","Mugil incilis",21.1,16.7,19.2,81,"Hembra","Mugilidae"
"1369","Mugil incilis",24.2,19.8,22.4,127,"Hembra","Mugilidae"
"1370","Mugil incilis",19,15.5,17.5,62,"Hembra","Mugilidae"
"1371","Mugil incilis",31.8,25.4,28.8,218,"Macho","Mugilidae"
"1372","Mugil incilis",34.5,27.9,31.5,245,"Hembra","Mugilidae"
"1373","Mugil incilis",32.7,26.4,29.8,240,"Hembra","Mugilidae"
"1374","Mugil incilis",33.8,27.3,31.1,320,"Hembra","Mugilidae"
"1375","Mugil incilis",36.5,29.7,33.9,370,"Hembra","Mugilidae"
"1376","Mugil incilis",31.2,24,28,240,"Hembra","Mugilidae"
"1377","Mugil incilis",37.7,29,34.3,317,"Hembra","Mugilidae"
"1378","Mugil incilis",31.4,24.9,28.7,218,"Macho","Mugilidae"
"1379","Mugil incilis",37,28.5,33.5,321,"Hembra","Mugilidae"
"1380","Mugil incilis",29.8,23,27,220,"Hembra","Mugilidae"
"1381","Lutjanus synagris",14.1,11.1,13.3,39,"Macho","Lutjanidae"
"1382","Mugil incilis",35.1,28.2,31.8,363,"Hembra","Mugilidae"
"1383","Mugil incilis",32,24.5,29,224,"Hembra","Mugilidae"
"1384","Mugil incilis",31.7,24.3,29.7,257,"Macho","Mugilidae"
"1385","Lutjanus synagris",24.8,19.8,23.2,216,"Hembra","Lutjanidae"
"1386","Mugil incilis",33.2,25.5,30.2,291,"Hembra","Mugilidae"
"1387","Mugil incilis",31.5,24.7,29,225,"Macho","Mugilidae"
"1388","Mugil incilis",26.8,21.5,24.7,155,"Macho","Mugilidae"
"1389","Lutjanus synagris",19,15,17.9,100,"Hembra","Lutjanidae"
"1390","Lutjanus synagris",22.5,18,21,171,"Hembra","Lutjanidae"
"1391","Mugil incilis",34.6,27,31.4,330,"Hembra","Mugilidae"
"1392","Mugil incilis",36.9,29.3,33.8,413,"Hembra","Mugilidae"
"1393","Mugil incilis",33.3,26.8,30.5,258,"Hembra","Mugilidae"
"1394","Mugil incilis",29.1,23.1,26.4,195,"Hembra","Mugilidae"
"1395","Mugil incilis",30.6,24.2,27.7,240,"Hembra","Mugilidae"
"1396","Mugil incilis",32.5,25.2,29.4,275,"Hembra","Mugilidae"
"1397","Lutjanus synagris",25.8,20.8,24.3,241,"Hembra","Lutjanidae"
"1398","Mugil incilis",31,25,28.5,240,"Macho","Mugilidae"
"1399","Mugil incilis",34.8,26.6,31.5,315,"Hembra","Mugilidae"
"1400","Mugil incilis",33.5,26.5,30.6,256,"Hembra","Mugilidae"
"1401","Mugil incilis",33.2,25.3,30.3,306,"Macho","Mugilidae"
"1402","Mugil incilis",48,36.6,43.7,641,"Hembra","Mugilidae"
"1403","Lutjanus synagris",32.4,26.6,30.8,481,"Macho","Lutjanidae"
"1404","Lutjanus synagris",26.8,21.2,24.6,266,"Hembra","Lutjanidae"
"1405","Caranx crysos",32.6,24.5,27.4,385,"Macho","Carangidae"
"1406","Caranx crysos",29,22.2,24.8,287,"Hembra","Carangidae"
"1407","Caranx crysos",28.3,21.5,24,257,"Hembra","Carangidae"
"1408","Mugil incilis",36.5,29.5,33.7,425,"Hembra","Mugilidae"
"1409","Mugil incilis",31.5,25,28.5,211,"Macho","Mugilidae"
"1410","Mugil incilis",33.3,25.7,30.3,298,"Hembra","Mugilidae"
"1411","Mugil incilis",34,26,31,276,"Macho","Mugilidae"
"1412","Mugil incilis",31.7,24.5,28.8,258,"Macho","Mugilidae"
"1413","Mugil incilis",33.4,25.6,30.4,301,"Hembra","Mugilidae"
"1414","Mugil incilis",42.1,32.5,38.5,470,"Hembra","Mugilidae"
"1415","Mugil incilis",41.4,32.2,38,530,"Hembra","Mugilidae"
"1416","Mugil incilis",27.8,22.1,25.1,180,"Macho","Mugilidae"
"1417","Mugil incilis",30.4,24.1,27.8,214,"Macho","Mugilidae"
"1418","Caranx crysos",28.4,21.8,24.9,270,"Macho","Carangidae"
"1419","Caranx crysos",28.5,21.8,24.8,268,"Hembra","Carangidae"
"1420","Caranx crysos",27.6,21.5,23.8,235,"Macho","Carangidae"
"1421","Mugil incilis",30.8,25,28.3,198,"Hembra","Mugilidae"
"1422","Caranx crysos",30.8,23.6,26.8,328,"Hembra","Carangidae"
"1423","Caranx crysos",29,22.4,24.8,288,"Hembra","Carangidae"
"1424","Mugil incilis",22.1,17.7,20.7,96,"Hembra","Mugilidae"
"1425","Mugil incilis",33,25.8,30,278,"Hembra","Mugilidae"
"1426","Lutjanus synagris",20.7,16.5,19.5,119,"Macho","Lutjanidae"
"1427","Mugil incilis",33.1,26.7,30.2,259,"Macho","Mugilidae"
"1428","Mugil incilis",30.7,23.3,27.5,233,"Macho","Mugilidae"
"1429","Mugil incilis",35.2,26.7,31.7,340,"Hembra","Mugilidae"
"1430","Eugerres plumieri",20.6,15.6,16.9,136,"Macho","Gerreidae"
"1431","Eugerres plumieri",20.3,14.4,16.2,113,"Macho","Gerreidae"
"1432","Eugerres plumieri",23.2,17.8,19.5,174,"Hembra","Gerreidae"
"1433","Eugerres plumieri",19.8,14.7,16,111,"Macho","Gerreidae"
"1434","Mugil incilis",29,21.8,26,226,"Macho","Mugilidae"
"1435","Caranx crysos",28.5,21.5,23.7,243,"Macho","Carangidae"
"1436","Mugil incilis",33,26,30.1,290,"Hembra","Mugilidae"
"1437","Mugil incilis",33.8,26.6,30.7,319,"Macho","Mugilidae"
"1438","Lutjanus synagris",20.3,16.1,19,119,"Macho","Lutjanidae"
"1439","Lutjanus synagris",21.2,17,19.9,130,"Macho","Lutjanidae"
"1440","Lutjanus synagris",21.8,17.2,20.4,134,"Hembra","Lutjanidae"
"1441","Lutjanus synagris",22,17.5,21.6,158,"Macho","Lutjanidae"
"1442","Lutjanus synagris",21.6,17.2,20.3,130,"Hembra","Lutjanidae"
"1443","Lutjanus synagris",19.9,16,18.9,105,"Macho","Lutjanidae"
"1444","Mugil incilis",36.1,29.2,33,363,"Hembra","Mugilidae"
"1445","Mugil incilis",32,26.2,29.4,270,"Hembra","Mugilidae"
"1446","Mugil incilis",42.8,32.5,39.2,650,"Hembra","Mugilidae"
"1447","Mugil incilis",35.4,28.3,32.6,275,"Hembra","Mugilidae"
"1448","Mugil incilis",28.8,22.7,26.2,170,"Hembra","Mugilidae"
"1449","Mugil incilis",35.5,27.5,32.7,343,"Hembra","Mugilidae"
"1450","Mugil incilis",31.8,24.3,28.8,271,"Macho","Mugilidae"
"1451","Mugil incilis",35.2,27.2,32,307,"Hembra","Mugilidae"
"1452","Mugil incilis",34.7,26.3,31.3,323,"Hembra","Mugilidae"
"1453","Eugerres plumieri",20.7,15.7,17.2,120,"Macho","Gerreidae"
"1454","Eugerres plumieri",19.3,14.5,15.6,98,"Macho","Gerreidae"
"1455","Caranx crysos",26.3,20,22.4,204,"Macho","Carangidae"
"1456","Caranx crysos",23.9,18.2,20.5,142,"Hembra","Carangidae"
"1457","Caranx crysos",23.2,17.5,19.9,131,"Macho","Carangidae"
"1458","Caranx crysos",24,18.8,21,153,"Macho","Carangidae"
"1459","Caranx crysos",26.5,20.5,22.6,208,"Hembra","Carangidae"
"1460","Mugil incilis",29.3,23.6,26.6,219,"Hembra","Mugilidae"
"1461","Lutjanus synagris",20.1,16,19,118,"Macho","Lutjanidae"
"1462","Lutjanus synagris",19.6,15.5,18.3,109,"Macho","Lutjanidae"
"1463","Lutjanus synagris",20.8,16.5,19.6,116,"Macho","Lutjanidae"
"1464","Lutjanus synagris",22.6,18,21.1,159,"Macho","Lutjanidae"
"1465","Mugil incilis",39.2,29.8,35.5,487,"Hembra","Mugilidae"
"1466","Mugil incilis",29,23.1,26.5,186,"Macho","Mugilidae"
"1467","Mugil incilis",37,28.7,33.6,356,"Hembra","Mugilidae"
"1468","Mugil incilis",34.6,26.5,31.5,318,"Hembra","Mugilidae"
"1469","Mugil incilis",35.3,27,31.7,388,"Hembra","Mugilidae"
"1470","Caranx crysos",23.3,18,20.1,139,"Hembra","Carangidae"
"1471","Mugil incilis",23.7,18.7,21.6,120,"Macho","Mugilidae"
"1472","Mugil incilis",25.6,20.2,23.6,143,"Macho","Mugilidae"
"1473","Mugil incilis",42.6,33.9,38.8,472,"Hembra","Mugilidae"
"1474","Mugil incilis",30,23.3,27.3,239,"Macho","Mugilidae"
"1475","Mugil incilis",31.5,24.4,28.8,252,"Macho","Mugilidae"
"1476","Mugil incilis",37.4,29.9,33.6,418,"Hembra","Mugilidae"
"1477","Mugil incilis",37.3,28.8,33.6,363,"Hembra","Mugilidae"
"1478","Mugil incilis",36.7,28,33.6,393,"Hembra","Mugilidae"
"1479","Mugil incilis",32.4,26.2,29.4,250,"Macho","Mugilidae"
"1480","Mugil incilis",42.5,32.5,38.5,648,"Hembra","Mugilidae"
"1481","Lutjanus synagris",25,20.5,23.6,226,"Macho","Lutjanidae"
"1482","Lutjanus synagris",22.8,18.1,21.3,159,"Macho","Lutjanidae"
"1483","Lutjanus synagris",22.3,17.8,20.8,151,"Hembra","Lutjanidae"
"1484","Lutjanus synagris",21.4,16.9,20,130,"Hembra","Lutjanidae"
"1485","Lutjanus synagris",23.7,18.8,22,192,"Macho","Lutjanidae"
"1486","Lutjanus synagris",21.7,17.1,20.3,128,"Hembra","Lutjanidae"
"1487","Mugil incilis",31.8,24.8,29.8,270,"Macho","Mugilidae"
"1488","Mugil incilis",32.2,25.9,29.5,270,"Hembra","Mugilidae"
"1489","Mugil incilis",33.5,26.7,30.6,277,"Hembra","Mugilidae"
"1490","Mugil incilis",31.8,24.5,29,265,"Macho","Mugilidae"
"1491","Mugil incilis",43.2,33,39.6,638,"Hembra","Mugilidae"
"1492","Lutjanus synagris",18.5,14.8,17.5,88,"Hembra","Lutjanidae"
